,Artist,Genre,tag-list,Artist2,SongCount
20,BEASTIE BOYS,"['east coast hip hop', 'rap', 'mid-school hip hop', 'new york hardcore', 'experimental hip hop', 'rock', 'funk', 'hardcore punk', 'alternative hip hop', 'hip hop', 'rap rock', 'hardcore hip hop', 'alternative rock', 'golden age hip hop', 'rock and indie', 'prank calls', 'ny', 'us', 'alternative hip-hop', 'américain', 'hiphop', 'usa', 'hip-hop', 'american', 'electro', 'old school hip hop', 'punk', 'alliteration']","[{'count': '2', 'name': 'rock'}, {'count': '1', 'name': 'alternative rock'}, {'count': '3', 'name': 'rap'}, {'count': '-1', 'name': 'punk'}, {'count': '-2', 'name': 'american'}, {'count': '-2', 'name': 'hip-hop'}, {'count': '-1', 'name': 'electro'}, {'count': '18', 'name': 'hip hop'}, {'count': '-2', 'name': 'usa'}, {'count': '2', 'name': 'funk'}, {'count': '-2', 'name': 'hiphop'}, {'count': '2', 'name': 'hardcore punk'}, {'count': '-2', 'name': 'américain'}, {'count': '-2', 'name': 'alternative hip-hop'}, {'count': '-2', 'name': 'ny'}, {'count': '12', 'name': 'rap rock'}, {'count': '-2', 'name': 'us'}, {'count': '-2', 'name': 'rock and indie'}, {'count': '2', 'name': 'alternative hip hop'}, {'count': '3', 'name': 'experimental hip hop'}, {'count': '-2', 'name': 'prank calls'}, {'count': '8', 'name': 'east coast hip hop'}, {'count': '1', 'name': 'hardcore hip hop'}, {'count': '3', 'name': 'new york hardcore'}, {'count': '-1', 'name': 'old school hip hop'}, {'count': '0', 'name': 'golden age hip hop'}, {'count': '3', 'name': 'mid-school hip hop'}, {'count': '-1', 'name': 'alliteration'}]",Beastie Boys,7
21,BEATLES,"['merseybeat', 'british invasion', '60s', 'psychedelic rock', 'rock', 'pop', 'british', 'pop rock', 'psychedelia', 'classic rock', 'psychedelic pop', 'rock and roll', 'liverpool', 'beat', 'rock music', 'europe', 'mainstream rock', 'popular music', '1960s', 'rock groups', 'britpop', 'film soundtrack', 'heavy metal', 'orchestral', 'hair metal', 'rock roll', 'parlophone', 'a filk artist', 'indie rock', 'the-beatles', 'psychedelic', 'pop-rock', 'sunshine pop', 'pop-metal', 'hard rock', 'rhythm & blues', 'experimental', '80s', 'blues rock', 'tribute albums', 'progressive rock', 'classical pop', 'overrated', 'folk-rock', 'beat music', 'art pop', 'favoritos', '1', 'folk pop', 'one beatles', 'psychedelic/garage', 'british rhythm & blues', 'get back', 'pop/rock', 'the beatles - primal colours', 'rock & roll', 'baroque pop', 'bbc', 'orchestral pop', 'british psychedelia', 'adult alternative pop rock', 'instrumental pop', 'singer songwriter', 'classic pop and rock', 'art rock', 'europop', 'folk rock', 'reino unido', 'experimental rock', 'boys band', 'english', 'uk', 'abbey road', 'male vocalists', 'united kingdom']","[{'count': '42', 'name': 'rock'}, {'count': '25', 'name': 'pop'}, {'count': '-4', 'name': 'progressive rock'}, {'count': '-4', 'name': '80s'}, {'count': '-7', 'name': 'heavy metal'}, {'count': '-4', 'name': 'pop-rock'}, {'count': '-6', 'name': 'orchestral'}, {'count': '-4', 'name': 'experimental'}, {'count': '21', 'name': 'british'}, {'count': '-1', 'name': 'uk'}, {'count': '6', 'name': '60s'}, {'count': '-4', 'name': 'hard rock'}, {'count': '-5', 'name': 'indie rock'}, {'count': '-1', 'name': 'folk rock'}, {'count': '6', 'name': 'psychedelic rock'}, {'count': '-5', 'name': 'psychedelic'}, {'count': '-4', 'name': 'blues rock'}, {'count': '0', 'name': 'britpop'}, {'count': '-2', 'name': 'art rock'}, {'count': '-3', 'name': 'folk-rock'}, {'count': '-2', 'name': 'baroque pop'}, {'count': '2', 'name': 'classic rock'}, {'count': '1', 'name': '1960s'}, {'count': '12', 'name': 'psychedelic pop'}, {'count': '-1', 'name': 'experimental rock'}, {'count': '20', 'name': 'pop rock'}, {'count': '-2', 'name': 'europop'}, {'count': '8', 'name': 'british invasion'}, {'count': '1', 'name': 'rock and roll'}, {'count': '-5', 'name': 'rock roll'}, {'count': '1', 'name': 'beat'}, {'count': '-1', 'name': 'english'}, {'count': '-4', 'name': 'sunshine pop'}, {'count': '-3', 'name': 'folk pop'}, {'count': '1', 'name': 'rock music'}, {'count': '1', 'name': 'liverpool'}, {'count': '-5', 'name': 'parlophone'}, {'count': '-1', 'name': 'united kingdom'}, {'count': '-5', 'name': 'hair metal'}, {'count': '1', 'name': 'europe'}, {'count': '-3', 'name': '1'}, {'count': '-2', 'name': 'bbc'}, {'count': '0', 'name': 'film soundtrack'}, {'count': '-2', 'name': 'classic pop and rock'}, {'count': '-2', 'name': 'singer songwriter'}, {'count': '-3', 'name': 'classical pop'}, {'count': '-2', 'name': 'instrumental pop'}, {'count': '9', 'name': 'merseybeat'}, {'count': '-2', 'name': 'adult alternative pop rock'}, {'count': '-4', 'name': 'tribute albums'}, {'count': '-2', 'name': 'british psychedelia'}, {'count': '-2', 'name': 'orchestral pop'}, {'count': '-4', 'name': 'pop-metal'}, {'count': '2', 'name': 'psychedelia'}, {'count': '-1', 'name': 'male vocalists'}, {'count': '-5', 'name': 'the-beatles'}, {'count': '1', 'name': 'mainstream rock'}, {'count': '-1', 'name': 'boys band'}, {'count': '-1', 'name': 'abbey road'}, {'count': '-2', 'name': 'rock & roll'}, {'count': '-2', 'name': 'pop/rock'}, {'count': '-4', 'name': 'rhythm & blues'}, {'count': '-3', 'name': 'overrated'}, {'count': '-2', 'name': 'psychedelic/garage'}, {'count': '-3', 'name': 'art pop'}, {'count': '-3', 'name': 'one beatles'}, {'count': '1', 'name': 'popular music'}, {'count': '-5', 'name': 'a filk artist'}, {'count': '-2', 'name': 'british rhythm & blues'}, {'count': '-3', 'name': 'beat music'}, {'count': '-2', 'name': 'get back'}, {'count': '-3', 'name': 'favoritos'}, {'count': '-2', 'name': 'the beatles - primal colours'}, {'count': '-1', 'name': 'reino unido'}, {'count': '1', 'name': 'rock groups'}]","Beatles, The",8
22,BECK,"['folk rock', 'indie rock', 'anti-folk', 'singer/songwriter', 'rock', 'lo-fi indie', 'electronic', 'alternative rock', 'american', 'singer-songwriter', 'usa', 'pop', 'alternative dance', 'slacker rock', 'united states', 'permanent wave', 'rock and indie', 'américain', 'indie folk', 'experimental rock', 'psychedelic pop', 'alternative', 'funk rock', 'electronica', '2008 universal fire victim']","[{'count': '3', 'name': 'rock'}, {'count': '2', 'name': 'electronic'}, {'count': '1', 'name': 'pop'}, {'count': '16', 'name': 'alternative rock'}, {'count': '1', 'name': 'american'}, {'count': '1', 'name': 'singer-songwriter'}, {'count': '1', 'name': 'usa'}, {'count': '5', 'name': 'indie rock'}, {'count': '8', 'name': 'folk rock'}, {'count': '0', 'name': 'electronica'}, {'count': '0', 'name': 'funk rock'}, {'count': '0', 'name': 'alternative'}, {'count': '0', 'name': 'américain'}, {'count': '0', 'name': 'psychedelic pop'}, {'count': '0', 'name': 'experimental rock'}, {'count': '0', 'name': 'indie folk'}, {'count': '4', 'name': 'anti-folk'}, {'count': '1', 'name': 'alternative dance'}, {'count': '0', 'name': 'rock and indie'}, {'count': '1', 'name': 'united states'}, {'count': '3', 'name': 'singer/songwriter'}, {'count': '2', 'name': 'lo-fi indie'}, {'count': '1', 'name': 'slacker rock'}, {'count': '0', 'name': 'permanent wave'}, {'count': '0', 'name': '2008 universal fire victim'}]",Beck,2
23,BEETHOVEN,"['romantic classical', 'pianist', 'piano', 'romantic', 'german composer', 'opera', 'european', 'classical', 'classical period', 'sonata', 'stephen kovacevich* - beethovestephen kovacevich plays beethoven', 'composer', 'german', '32 sonatas', 'organ', 'beethoven gardiner', 'klavierwerke', 'masterworks', 'concerto', 'complete', 'mass', 'reader s', 'art song', 'opus 57', 'lo spirito', 'piano concerto no. 5', 'alicia de larrocha', 'symphony', 'production music']","[{'count': '24', 'name': 'classical'}, {'count': '13', 'name': 'german'}, {'count': '3', 'name': 'german composer'}, {'count': '-2', 'name': 'production music'}, {'count': '3', 'name': 'opera'}, {'count': '4', 'name': 'piano'}, {'count': '5', 'name': 'pianist'}, {'count': '14', 'name': 'composer'}, {'count': '4', 'name': 'romantic'}, {'count': '3', 'name': 'european'}, {'count': '1', 'name': 'organ'}, {'count': '0', 'name': 'symphony'}, {'count': '0', 'name': 'art song'}, {'count': '1', 'name': 'mass'}, {'count': '1', 'name': 'concerto'}, {'count': '0', 'name': 'lo spirito'}, {'count': '1', 'name': 'complete'}, {'count': '0', 'name': 'reader s'}, {'count': '2', 'name': 'classical period'}, {'count': '2', 'name': 'sonata'}, {'count': '1', 'name': '32 sonatas'}, {'count': '0', 'name': 'opus 57'}, {'count': '1', 'name': 'masterworks'}, {'count': '1', 'name': 'klavierwerke'}, {'count': '0', 'name': 'piano concerto no. 5'}, {'count': '0', 'name': 'alicia de larrocha'}, {'count': '6', 'name': 'romantic classical'}, {'count': '1', 'name': 'beethoven gardiner'}, {'count': '2', 'name': 'stephen kovacevich* - beethovestephen kovacevich plays beethoven'}]","Beethoven, Ludwig van",4
24,BEN HARPER,"['alternative pop', 'folk rock', 'rock and indie', 'soul', 'rock']","[{'count': '1', 'name': 'folk rock'}, {'count': '1', 'name': 'rock and indie'}, {'count': '1', 'name': 'soul'}, {'count': '1', 'name': 'rock'}, {'count': '2', 'name': 'alternative pop'}]","Harper, Ben",9
25,BILLY JOEL,"['rock', 'pop', 'piano rock', 'soft rock', 'pop rock', 'classic rock', 'singer-songwriter', 'american', 'usa', 'new york', 'melodic', 'classical', 'english', 'classic pop and rock', 'eclectic', 'united states', 'sentimental', 'aln-sh', 'this is the time', 'singer/songwriter']","[{'count': '4', 'name': 'rock'}, {'count': '0', 'name': 'classical'}, {'count': '4', 'name': 'pop'}, {'count': '1', 'name': 'american'}, {'count': '1', 'name': 'singer-songwriter'}, {'count': '0', 'name': 'usa'}, {'count': '0', 'name': 'new york'}, {'count': '0', 'name': 'melodic'}, {'count': '1', 'name': 'classic rock'}, {'count': '2', 'name': 'soft rock'}, {'count': '2', 'name': 'pop rock'}, {'count': '4', 'name': 'piano rock'}, {'count': '0', 'name': 'english'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '0', 'name': 'eclectic'}, {'count': '0', 'name': 'united states'}, {'count': '-1', 'name': 'this is the time'}, {'count': '0', 'name': 'sentimental'}, {'count': '-1', 'name': 'singer/songwriter'}, {'count': '0', 'name': 'aln-sh'}]","Joel, Billy",15
26,BINARY FINARY,"['trance', 'electronic', 'british', 'uk']","[{'count': '2', 'name': 'trance'}, {'count': '1', 'name': 'electronic'}, {'count': '1', 'name': 'british'}, {'count': '0', 'name': 'uk'}]",Binary Finary,1
27,BIOSPHERE,"['ambient', 'electronic', 'experimental', 'electronica', 'ambient techno', 'field recording', 'norwegian', 'ambient house', 'classical', 'field recordings', 'dance and electronica']","[{'count': '4', 'name': 'electronic'}, {'count': '0', 'name': 'classical'}, {'count': '1', 'name': 'norwegian'}, {'count': '7', 'name': 'ambient'}, {'count': '2', 'name': 'experimental'}, {'count': '2', 'name': 'electronica'}, {'count': '2', 'name': 'ambient techno'}, {'count': '1', 'name': 'ambient house'}, {'count': '0', 'name': 'field recordings'}, {'count': '0', 'name': 'dance and electronica'}, {'count': '2', 'name': 'field recording'}]",Biosphere,148
28,BIOSPHERE & PETE NAMLOOK,"['electronic', 'ambient', 'techno', 'electronica', 'drone', 'ambient techno', 'space ambient']","[{'count': '1', 'name': 'electronic'}, {'count': '1', 'name': 'ambient'}, {'count': '1', 'name': 'techno'}, {'count': '1', 'name': 'electronica'}, {'count': '1', 'name': 'drone'}, {'count': '1', 'name': 'ambient techno'}, {'count': '1', 'name': 'space ambient'}]","Namlook, Pete",1
29,BIOSPHERE TRACK  1,"['ambient', 'electronic', 'experimental', 'electronica', 'ambient techno', 'field recording', 'norwegian', 'ambient house', 'classical', 'field recordings', 'dance and electronica']","[{'count': '4', 'name': 'electronic'}, {'count': '0', 'name': 'classical'}, {'count': '1', 'name': 'norwegian'}, {'count': '7', 'name': 'ambient'}, {'count': '2', 'name': 'experimental'}, {'count': '2', 'name': 'electronica'}, {'count': '2', 'name': 'ambient techno'}, {'count': '1', 'name': 'ambient house'}, {'count': '0', 'name': 'field recordings'}, {'count': '0', 'name': 'dance and electronica'}, {'count': '2', 'name': 'field recording'}]",Biosphere,1
30,BJÖRK,"['icelandic', 'trip hop', 'progressive pop', 'leftfield', 'a cappella', 'avant-garde pop', 'alternative pop', 'experimental', 'electronic', 'electronica', 'folktronica', 'downtempo', 'alternative', 'art pop', 'ambient pop', '2000s', '1990s', 'proto-hyperpop', 'baroque pop', 'favoritos', 'ambient', 'dance', 'jazz', 'pop', 'alternative rock', 'industrial', 'rock', 'soundtrack', 'synthpop', 'idm', 'iceland', 'rock and indie', '10s', '00s', 'multiple ipi', '2000', '90s', 'whimsically inclined', 'islande', 'islandais', 'trip-hop']","[{'count': '-1', 'name': 'trip-hop'}, {'count': '0', 'name': 'rock'}, {'count': '21', 'name': 'electronic'}, {'count': '2', 'name': 'downtempo'}, {'count': '0', 'name': 'soundtrack'}, {'count': '0', 'name': 'synthpop'}, {'count': '1', 'name': 'pop'}, {'count': '1', 'name': 'alternative rock'}, {'count': '1', 'name': 'industrial'}, {'count': '1', 'name': 'ambient'}, {'count': '-1', 'name': '90s'}, {'count': '1', 'name': 'jazz'}, {'count': '1', 'name': 'dance'}, {'count': '25', 'name': 'experimental'}, {'count': '0', 'name': 'idm'}, {'count': '3', 'name': 'a cappella'}, {'count': '-1', 'name': 'islande'}, {'count': '-1', 'name': 'islandais'}, {'count': '0', 'name': 'iceland'}, {'count': '9', 'name': 'icelandic'}, {'count': '2', 'name': 'electronica'}, {'count': '2', 'name': 'alternative'}, {'count': '1', 'name': 'baroque pop'}, {'count': '3', 'name': 'leftfield'}, {'count': '1', 'name': '1990s'}, {'count': '1', 'name': '2000s'}, {'count': '3', 'name': 'alternative pop'}, {'count': '7', 'name': 'trip hop'}, {'count': '-1', 'name': '2000'}, {'count': '-1', 'name': '00s'}, {'count': '-2', 'name': 'rock and indie'}, {'count': '2', 'name': 'folktronica'}, {'count': '-1', 'name': '10s'}, {'count': '7', 'name': 'progressive pop'}, {'count': '-1', 'name': 'multiple ipi'}, {'count': '1', 'name': 'ambient pop'}, {'count': '17', 'name': 'art pop'}, {'count': '-1', 'name': 'whimsically inclined'}, {'count': '3', 'name': 'avant-garde pop'}, {'count': '1', 'name': 'proto-hyperpop'}, {'count': '1', 'name': 'favoritos'}]",Bjrk,10
31,BLACK BOX,"['italo house', 'house', 'pop and chart', 'european', 'italian']","[{'count': '2', 'name': 'italo house'}, {'count': '1', 'name': 'pop and chart'}, {'count': '1', 'name': 'european'}, {'count': '1', 'name': 'italian'}, {'count': '2', 'name': 'house'}]",Black Box,2
32,BLONDIE,"['disco', 'rock', 'pop', 'punk', 'power pop', 'pop rock', 'new wave', 'american', 'punk rock', 'new york punk', 'cbgb scene', 'classic pop and rock', 'pop/rock', 'pop reggae', 'usa']","[{'count': '4', 'name': 'rock'}, {'count': '4', 'name': 'pop'}, {'count': '3', 'name': 'punk'}, {'count': '1', 'name': 'american'}, {'count': '1', 'name': 'punk rock'}, {'count': '14', 'name': 'new wave'}, {'count': '-1', 'name': 'usa'}, {'count': '2', 'name': 'power pop'}, {'count': '5', 'name': 'disco'}, {'count': '2', 'name': 'pop rock'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '0', 'name': 'pop/rock'}, {'count': '0', 'name': 'pop reggae'}, {'count': '1', 'name': 'new york punk'}, {'count': '1', 'name': 'cbgb scene'}]",Blondie,8
33,BLUR,"['british', 'art rock', 'alternative rock', 'shoegaze', 'noise rock', 'neo-psychedelia', 'experimental rock', 'post-grunge', 'britpop', 'indie rock', 'baggy', 'slacker rock', 'britannique', 'madchester', 'baggy / madchester', 'grunge', 'england', 'albarn', 'backstreet boys', 'rock and indie', 'rock', 'chamber pop', 'english', 'brit pop', 'post-rock', 'indie pop', 'uk', 'pop rock', 'hyde_park', 'damon', 'gorillaz graham coxon coxon song 2 woo hoo']","[{'count': '0', 'name': 'rock'}, {'count': '0', 'name': 'post-rock'}, {'count': '20', 'name': 'alternative rock'}, {'count': '2', 'name': 'shoegaze'}, {'count': '7', 'name': 'british'}, {'count': '1', 'name': 'grunge'}, {'count': '0', 'name': 'uk'}, {'count': '1', 'name': 'madchester'}, {'count': '1', 'name': 'britannique'}, {'count': '14', 'name': 'indie rock'}, {'count': '16', 'name': 'britpop'}, {'count': '3', 'name': 'art rock'}, {'count': '2', 'name': 'post-grunge'}, {'count': '0', 'name': 'indie pop'}, {'count': '2', 'name': 'experimental rock'}, {'count': '0', 'name': 'pop rock'}, {'count': '2', 'name': 'neo-psychedelia'}, {'count': '0', 'name': 'brit pop'}, {'count': '2', 'name': 'noise rock'}, {'count': '0', 'name': 'english'}, {'count': '0', 'name': 'chamber pop'}, {'count': '0', 'name': 'england'}, {'count': '0', 'name': 'rock and indie'}, {'count': '1', 'name': 'baggy'}, {'count': '0', 'name': 'backstreet boys'}, {'count': '-1', 'name': 'hyde_park'}, {'count': '-1', 'name': 'damon'}, {'count': '0', 'name': 'albarn'}, {'count': '-1', 'name': 'gorillaz graham coxon coxon song 2 woo hoo'}, {'count': '1', 'name': 'baggy / madchester'}, {'count': '1', 'name': 'slacker rock'}]",Blur,18
34,BOARDS OF CANADA,"['downtempo', 'british', 'folktronica', 'warp', 'hauntology', 'electronic', 'idm', 'ambient', 'ambient techno', 'scottish', 'indietronica', 'trip hop', 'electronica', 'duo', 'uk', 'the lost generation', 'psychedelic', 'britannique', 'dance and electronica']","[{'count': '14', 'name': 'electronic'}, {'count': '7', 'name': 'downtempo'}, {'count': '11', 'name': 'ambient'}, {'count': '1', 'name': 'scottish'}, {'count': '3', 'name': 'british'}, {'count': '13', 'name': 'idm'}, {'count': '0', 'name': 'uk'}, {'count': '-1', 'name': 'britannique'}, {'count': '0', 'name': 'duo'}, {'count': '0', 'name': 'electronica'}, {'count': '2', 'name': 'hauntology'}, {'count': '-1', 'name': 'psychedelic'}, {'count': '1', 'name': 'ambient techno'}, {'count': '0', 'name': 'trip hop'}, {'count': '3', 'name': 'warp'}, {'count': '0', 'name': 'indietronica'}, {'count': '-1', 'name': 'dance and electronica'}, {'count': '3', 'name': 'folktronica'}, {'count': '0', 'name': 'the lost generation'}]",Boards of Canada,41
35,BOB DYLAN,"['rock', 'folk', 'blues rock', 'contemporary folk', 'country rock', 'singer-songwriter', 'pop rock', 'blues', 'country', 'folk rock', 'jazz', 'singer/songwriter', 'traditional pop', 'gospel', 'roots rock', 'greenwich village scene', 'classic rock', '1980s', 'album;live', 'favoritos', 'pop/rock', '2000s', '1960s', 'rare', 'classic pop and rock', '1990s', '1970s', 'american', 'icon', '1 13 165900 150 7672 22647 34612 48720 59280 74602 87545 95495 107182 131087 141522 153710', 'dylan bootleg series', 'teater konsert', 'pledging my time', 'siple twist of fate']","[{'count': '8', 'name': 'rock'}, {'count': '1', 'name': 'jazz'}, {'count': '8', 'name': 'folk'}, {'count': '0', 'name': 'american'}, {'count': '3', 'name': 'blues'}, {'count': '4', 'name': 'singer-songwriter'}, {'count': '2', 'name': 'country'}, {'count': '12', 'name': 'folk rock'}, {'count': '6', 'name': 'blues rock'}, {'count': '4', 'name': 'country rock'}, {'count': '1', 'name': 'classic rock'}, {'count': '0', 'name': '1980s'}, {'count': '0', 'name': '1990s'}, {'count': '0', 'name': '1970s'}, {'count': '0', 'name': 'icon'}, {'count': '0', 'name': '1960s'}, {'count': '0', 'name': '2000s'}, {'count': '3', 'name': 'pop rock'}, {'count': '4', 'name': 'contemporary folk'}, {'count': '1', 'name': 'gospel'}, {'count': '1', 'name': 'roots rock'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '0', 'name': 'rare'}, {'count': '1', 'name': 'traditional pop'}, {'count': '-1', 'name': 'siple twist of fate'}, {'count': '-2', 'name': '1 13 165900 150 7672 22647 34612 48720 59280 74602 87545 95495 107182 131087 141522 153710'}, {'count': '-1', 'name': 'teater konsert'}, {'count': '1', 'name': 'singer/songwriter'}, {'count': '0', 'name': 'pop/rock'}, {'count': '-2', 'name': 'dylan bootleg series'}, {'count': '-1', 'name': 'pledging my time'}, {'count': '0', 'name': 'favoritos'}, {'count': '0', 'name': 'album;live'}, {'count': '1', 'name': 'greenwich village scene'}]","Dylan, Bob",8
36,BOB MARLEY AND THE WAILERS,"['roots reggae', 'ska', 'reggae', 'rocksteady', 'banbarra', 'ambient dub', 'soul', 'english', 'jamaican', 'jamaica', 'jamaican ska', 'do not split', 'classic pop and rock', 'bob-marley', 'the wailers', 'split or merge to “the wailers” (keeping ac)', 'soul shakedown party (silk’s downunder mix)', 'soul and reggae']","[{'count': '3', 'name': 'ska'}, {'count': '22', 'name': 'reggae'}, {'count': '0', 'name': 'jamaican'}, {'count': '0', 'name': 'soul'}, {'count': '0', 'name': 'ambient dub'}, {'count': '8', 'name': 'roots reggae'}, {'count': '1', 'name': 'rocksteady'}, {'count': '0', 'name': 'english'}, {'count': '-1', 'name': 'classic pop and rock'}, {'count': '-1', 'name': 'soul and reggae'}, {'count': '0', 'name': 'jamaica'}, {'count': '-1', 'name': 'bob-marley'}, {'count': '-1', 'name': 'the wailers'}, {'count': '-2', 'name': 'do not split'}, {'count': '0', 'name': 'jamaican ska'}, {'count': '-1', 'name': 'split or merge to “the wailers” (keeping ac)'}, {'count': '-1', 'name': 'soul shakedown party (silk’s downunder mix)'}, {'count': '1', 'name': 'banbarra'}]","Marley, Bob & The Wailers",12
37,BOMB THE BASS,"['british', 'hiphop', 'electronica', 'rock and indie']","[{'count': '1', 'name': 'british'}, {'count': '1', 'name': 'hiphop'}, {'count': '1', 'name': 'electronica'}, {'count': '1', 'name': 'rock and indie'}]",Bomb the Bass,11
38,BRIAN ENO,"['electronic', 'experimental rock', 'art rock', 'british', 'united kingdom', 'ambient', 'uk', 'glam rock', 'drone', 'rock', 'britannique', 'classic pop and rock', 'art pop', 'electronica', 'space ambient']","[{'count': '1', 'name': 'rock'}, {'count': '9', 'name': 'electronic'}, {'count': '21', 'name': 'ambient'}, {'count': '3', 'name': 'british'}, {'count': '2', 'name': 'uk'}, {'count': '1', 'name': 'britannique'}, {'count': '0', 'name': 'electronica'}, {'count': '2', 'name': 'glam rock'}, {'count': '4', 'name': 'art rock'}, {'count': '2', 'name': 'drone'}, {'count': '5', 'name': 'experimental rock'}, {'count': '3', 'name': 'united kingdom'}, {'count': '1', 'name': 'classic pop and rock'}, {'count': '-1', 'name': 'space ambient'}, {'count': '1', 'name': 'art pop'}]","Eno, Brian",33
39,BRIAN ENO & HAROLD BUDD,"['electronic', 'experimental rock', 'art rock', 'british', 'united kingdom', 'ambient', 'uk', 'glam rock', 'drone', 'rock', 'britannique', 'classic pop and rock', 'art pop', 'electronica', 'space ambient']","[{'count': '1', 'name': 'rock'}, {'count': '9', 'name': 'electronic'}, {'count': '21', 'name': 'ambient'}, {'count': '3', 'name': 'british'}, {'count': '2', 'name': 'uk'}, {'count': '1', 'name': 'britannique'}, {'count': '0', 'name': 'electronica'}, {'count': '2', 'name': 'glam rock'}, {'count': '4', 'name': 'art rock'}, {'count': '2', 'name': 'drone'}, {'count': '5', 'name': 'experimental rock'}, {'count': '3', 'name': 'united kingdom'}, {'count': '1', 'name': 'classic pop and rock'}, {'count': '-1', 'name': 'space ambient'}, {'count': '1', 'name': 'art pop'}]","Eno, Brian",1
40,BRIGHT EYES,"['indie folk', 'indie rock', 'folk rock', 'rock', 'american', 'indie', 'alternative', 'indie pop', 'alternative country', 'rock and indie', 'alternative folk', 'omaha', 'saddle creek']","[{'count': '1', 'name': 'rock'}, {'count': '1', 'name': 'american'}, {'count': '3', 'name': 'indie rock'}, {'count': '2', 'name': 'folk rock'}, {'count': '1', 'name': 'indie'}, {'count': '1', 'name': 'alternative'}, {'count': '1', 'name': 'indie pop'}, {'count': '6', 'name': 'indie folk'}, {'count': '1', 'name': 'alternative country'}, {'count': '1', 'name': 'rock and indie'}, {'count': '1', 'name': 'alternative folk'}, {'count': '1', 'name': 'omaha'}, {'count': '1', 'name': 'saddle creek'}]",Bright Eyes,9
